english;french;italian;japanese;portuguese;russian;spanish;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
afford;offrir;permettersi;余裕;proporcionar;позволить себе;permitirse;0;0;0;0;0;0;0;0
affront;affront;affronto;侮辱;afronta;оскорбление;afrenta;1;0;1;1;0;1;1;0
afield;un champ;lontano;アフィールド;longe;в поле;al campo;0;0;0;0;0;0;0;0
afore;avant;davanti a;前の;antes;выше;a proa;0;0;0;0;0;0;0;0
aforementioned;susmentionné;summenzionato;前述の;acima mencionado;вышеупомянутый;citado;0;0;0;0;0;0;0;0
aforesaid;précité;predetto;前述の;acima mencionado;вышеупомянутый;antedicho;0;0;0;0;0;0;0;0
afraid;peur;impaurito;恐れ;receoso;боюсь;asustado;0;0;0;1;0;0;0;0
afresh;de nouveau;di nuovo;新たに;de novo;сызнова;de nuevo;0;0;0;0;0;0;0;0
aft;à l'arrière;a poppa;後部;a popa;кормовой;en popa;0;0;0;0;0;0;0;0
aftermath;conséquences;conseguenze;余波;rescaldo;отава;secuelas;1;0;1;1;0;1;0;0
afternoon;après midi;pomeriggio;午後;tarde;после полудня;tarde;0;0;0;0;0;0;0;0
aftertaste;arrière-goût;retrogusto;後味;Regresso;осадок;regusto;0;0;0;0;0;0;0;0
afterthought;après-coup;ripensamento;結果論;reflexão tardia;раздумье;idea tardía;0;0;0;0;0;0;0;0
aga;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;1;0;0;0;1
agate;agate;agata;瑪瑙;ágata;агат;ágata;0;0;0;0;0;0;0;0
age;âge;età;年齢;era;возраст;años;0;0;0;0;0;0;0;0
aged;vieilli;anziano;老人;idade;престарелый;Envejecido;0;0;0;0;0;0;0;0
agency;agence;agenzia;代理店;agência;агентство;agencia;0;0;0;0;0;0;0;0
agent;agent;agente;エージェント;agente;агент;agente;0;0;0;0;0;0;0;0
agglomeration;une agglomération;agglomerazione;凝集;aglomeração;агломерация;aglomeración;0;0;0;0;0;0;0;0
aggravated;aggravé;aggravato;悪化した;agravado;усугубленный;agravado;1;0;0;0;0;0;0;0
aggravating;aggravant;aggravante;悪化する;agravante;ухудшающий;agravante;1;0;0;0;0;1;0;0
aggravation;aggravation;aggravamento;悪化;agravamento;усугубление;agravación;1;0;1;0;0;0;0;0
aggregate;agrégat;aggregato;集計;agregar;совокупный;agregar;0;0;0;0;0;0;0;0
aggregation;agrégation;aggregazione;凝集;agregação;агрегирование;agregación;0;0;0;0;0;0;0;0
aggression;agression;aggressione;侵略;agressão;агрессия;agresión;1;0;0;1;0;0;0;0
aggressive;agressif;aggressivo;積極的な;agressivo;агрессивный;agresivo;1;0;0;1;0;0;0;0
aggressor;agresseur;aggressore;侵略者;agressor;агрессор;agresor;1;0;0;1;0;0;0;0
aghast;atterré;inorridito;ああ;horrorizado;ошеломленный;espantado;0;0;1;1;0;0;1;0
agile;agile;agile;アジャイル;ágil;проворный;ágil;0;0;0;0;0;0;0;0
agility;agilité;agilità;敏捷性;agilidade;проворство;agilidad;0;0;0;0;0;0;0;0
agitated;agité;agitato;かき混ぜた;agitado;взволнованный;agitado;1;0;0;0;0;0;0;0
agitation;agitation;agitazione;攪拌;agitação;агитация;agitación;1;0;0;0;0;0;0;0
agnostic;agnostique;agnostico;不可知論者;agnóstico;агностик;agnóstico;0;0;0;0;0;0;0;0
ago;depuis;fa;前;atrás;тому назад;hace;0;0;0;0;0;0;0;0
agonizing;angoissant;agonizzante;苦しむ;agonizante;мучительный;agonizante;0;0;0;1;0;0;0;0
agony;agonie;agonia;苦しみ;agonia;агония;agonía;1;0;0;1;0;1;0;0
agree;se mettre d'accord;essere d'accordo;同意する;aceita;дать согласие;de acuerdo;0;0;0;0;0;0;0;0
agreeable;agréable;piacevole;楽しい;agradável;приятный;agradable;0;0;0;0;0;0;0;1
agreed;D'accord;concordato;同意した;acordado;согласовано;convenido;0;0;0;0;0;0;0;1
agreeing;d'accord;accettando;同意する;concordando;соглашаясь;aceptando;0;0;0;0;0;0;0;1
agreement;accord;accordo;契約;acordo;соглашение;acuerdo;0;0;0;0;0;0;0;1
agricultural;agricole;agricolo;農業;agrícola;сельскохозяйственное;agrícola;0;0;0;0;0;0;0;0
agriculture;agriculture;agricoltura;農業;agricultura;сельское хозяйство;agricultura;0;0;0;0;0;0;0;0
aground;échoué;in secca;荒れ地;encalhado;на мели;encallado;0;0;0;0;0;0;0;0
agua;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
ahead;devant;avanti;前方に;adiante;впереди;adelante;0;0;0;0;0;0;0;0
aid;aide;aiuto;援助;ajuda;помощь;ayuda;0;0;0;0;0;0;0;0
aiding;aider;favoreggiamento;助ける;auxiliando;пособничество;ayudando;0;0;0;0;0;0;0;0
ail;tous;ail;アイル;todos;Айыл;afligir;0;0;0;0;0;1;0;0
ailing;malade;malaticcio;病気の;doente;больной;enfermo;0;0;0;1;0;1;0;0
ailment;maladie;malattia;病気;doença;недуг;enfermedad;0;0;0;0;0;0;0;0
aim;objectif;scopo;目的;alvo;цель;objetivo;0;0;0;0;0;0;0;0
aimless;sans but;senza scopo;無意味な;sem rumo;бесцельный;sin objetivo;0;0;0;0;0;0;0;0
air;air;aria;空気;ar;воздух;aire;0;0;0;0;0;0;0;0
airbag;airbag;airbag;エアバッグ;airbag;воздушная подушка;airbag;0;0;0;0;0;0;0;0
airlift;transport aérien;ponte aereo;空輸;transporte aéreo;воздушные перевозки;puente aéreo;0;0;0;0;0;0;0;0
airline;Compagnie aérienne;linea aerea;航空会社;CIA aérea;авиакомпания;aerolínea;0;0;0;0;0;0;0;0
airman;aviateur;aviatore;エアマン;aviador;авиатор;aviador;0;0;0;0;0;0;0;0
airplane;avion;aereo;飛行機;avião;самолет;avión;0;0;0;0;0;0;0;0
airport;aéroport;aeroporto;空港;aeroporto;аэропорт;aeropuerto;0;1;0;0;0;0;0;0
airs;airs;arie;空気;ar;арии;aires;0;0;1;0;0;0;0;0
airship;dirigeable;dirigibile;飛行船;dirigível;дирижабль;dirigible;0;0;0;0;0;0;0;0
aisle;rayon;corridoio;通路;corredor;придел;pasillo;0;0;0;0;0;0;0;0
ait;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
ajar;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
akin;proche;simile;同族の;aparentado;похожий;parecido;0;0;0;0;0;0;0;1
alabaster;albâtre;alabastro;アラバスター;alabastro;алебастр;alabastro;0;0;0;0;0;0;0;0
alarm;alarme;allarme;警報;alarme;аварийная сигнализация;alarma;0;0;0;1;0;0;1;0
alarming;alarmant;allarmante;警戒する;alarmante;тревожный;alarmante;0;0;0;1;0;0;1;0
alb;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;1
album;album;album;アルバム;álbum;альбом;álbum;0;0;0;0;0;0;0;0
alchemy;alchimie;alchimia;錬金術;alquimia;алхимия;alquimia;0;0;0;0;0;0;0;0
alcohol;de l'alcool;alcool;アルコール;álcool;алкоголь;alcohol;0;0;0;0;0;0;0;0
alcoholism;alcoolisme;alcolismo;アルコール依存症;alcoolismo;алкоголизм;alcoholismo;1;0;1;1;0;1;0;0
alcove;alcôve;alcova;アルコーブ;alcova;альков;hueco;0;0;0;0;0;0;0;0
alert;alerte;mettere in guardia;アラート;alerta;бдительный;alerta;0;0;0;0;0;0;0;0
alertness;vigilance;vigilanza;警戒;estado de alerta;настороженность;vigilancia;0;1;0;1;0;0;1;0
alerts;alertes;avvisi;アラート;alertas;оповещения;alertas;0;1;0;1;0;0;1;0
alfalfa;luzerne;erba medica;アルファルファ;alfafa;люцерна;alfalfa;0;0;0;0;0;0;0;0
algebra;algèbre;algebra;代数;álgebra;алгебра;álgebra;0;0;0;0;0;0;0;0
algebraic;algébrique;algebrico;代数;algébrico;алгебраическая;algebraico;0;0;0;0;0;0;0;0
algorithm;algorithme;algoritmo;アルゴリズム;algoritmo;алгоритм;algoritmo;0;0;0;0;0;0;0;0
alibi;alibi;alibi;アリバイ;álibi;алиби;coartada;0;0;0;0;0;0;0;0
alien;extraterrestre;alieno;エイリアン;estrangeiro;инопланетянин;extraterrestre;0;0;1;1;0;0;0;0
alienate;aliéner;alienare;疎外;alienar;отчуждать;enajenar;1;0;1;0;0;0;0;0
alienated;aliéné;alienato;疎外された;alienado;отчужденный;alienado;0;0;0;0;0;1;0;0
alienation;aliénation;alienazione;疎外;alienação;отчуждение;alienación;1;0;1;1;0;1;0;0
alight;une lumière;scendere;降りる;acender;зажженный;posarse;0;0;0;0;0;0;0;0
aligned;aligné;Allineati;整列した;alinhado;выровненный;alineado;0;0;0;0;0;0;0;0
alignment;alignement;allineamento;アライメント;alinhamento;выравнивание;alineación;0;0;0;0;0;0;0;0
alike;ressemblent;nello stesso modo;似ている;semelhantes;подобно;igual;0;0;0;0;0;0;0;0
alimentation;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
alimony;pension;alimenti;代謝;pensão alimentícia;алименты;pensión alimenticia;0;0;0;0;0;0;0;0
aliquot;aliquote;aliquota;アリコート;alíquota;аликвоты;alícuota;0;0;0;0;0;0;0;0
alive;vivant;vivo;生きている;vivo;в живых;viva;0;1;0;0;1;0;0;1
alkali;alcali;alcali;アルカリ;alcalino;щелочь;álcali;0;0;0;0;0;0;0;0
alkaloids;alcaloïdes;alcaloidi;アルカロイド;alcalóides;алкалоиды;alcaloides;0;0;0;0;0;0;0;0
allay;allay;alleviare;和らげる;desculpe;смягчать;aliviar;0;0;0;0;0;0;0;0
allegation;allégation;allegazione;申し立て;alegação;утверждение;alegación;1;0;0;0;0;0;0;0
allege;alléguer;asserire;主張する;alegar;утверждать;alegar;0;0;0;0;0;0;0;0
alleged;allégué;presunto;主張された;alegado;мнимый;presunto;0;0;0;0;0;0;0;0
allegiance;allégeance;fedeltà;忠誠;fidelidade;верность;lealtad;0;0;0;0;0;0;0;1
allegorical;allégorique;allegorico;寓意的な;alegórico;аллегорический;alegórico;0;0;0;0;0;0;0;0
allegory;allégorie;allegoria;アレゴリー;alegoria;аллегория;alegoría;0;0;0;0;0;0;0;0
allegro;allegro;allegro;アレグロ;allegro;аллегро;alegro;0;0;0;0;0;0;0;0
alleviate;soulager;alleviare;緩和する;aliviar;смягчать;aliviar;0;0;0;0;0;0;0;0
alleviation;allégement;Alleviazione;軽減;alívio;облегчение;alivio;0;0;0;0;0;0;0;0
alley;ruelle;vicolo;路地;beco;аллея;callejón;0;0;0;0;0;0;0;0
alliance;Alliance;alleanza;アライアンス;aliança;союз;Alianza;0;0;0;0;0;0;0;1
allied;allié;alleato;同盟;aliado;союзный;aliado;0;0;0;0;0;0;0;1
alligator;alligator;alligatore;アリゲーター;jacaré;аллигатор;caimán;0;0;0;0;0;0;0;0
allocate;allouer;assegnare;割り当て;distribuir;выделять;asignar;0;0;0;0;0;0;0;0
allocation;allocation;assegnazione;割り当て;alocação;распределение;asignación;0;0;0;0;0;0;0;0
allot;attribuer;assegnare;割り当てる;atribuir;отчислять;asignar;0;0;0;0;0;0;0;0
allotment;attribution;assegnazione;割当;alocação;выделение;asignación;0;0;0;0;0;0;0;0
allowable;admissible;ammissibile;許容できる;permitido;допустимый;admisible;0;0;0;0;0;0;0;0
allowance;allocation;indennità;余裕;abono;пособие;tolerancia;0;0;0;0;0;0;0;0
allowed;permis;permesso;許可された;permitido;позволил;permitido;0;0;0;0;0;0;0;0
alloy;alliage;lega;合金;Liga;сплав;aleación;0;0;0;0;0;0;0;0
allure;séduire;allettare;魅力;fascínio;завлекать;seducir;0;1;0;0;1;0;1;0
alluring;séduisant;allettante;魅力的な;atraente;заманчивый;seductor;0;0;0;0;0;0;0;0
allusion;allusion;allusione;アリュージョン;alusão;ссылка;alusión;0;0;0;0;0;0;0;0
alluvial;alluvial;alluvionale;沖積;aluvial;наносной;aluvial;0;0;0;0;0;0;0;0
ally;allié;alleato;アリー;aliado;союзник;aliado;0;0;0;0;0;0;0;1
almanac;almanach;almanacco;アルマナック;almanaque;альманах;almanaque;0;0;0;0;0;0;0;0
almighty;tout-puissant;onnipotente;全能;todo-poderoso;всемогущий;todopoderoso;0;0;0;0;0;0;0;0
aloft;en haut;in alto;アロフト;no alto;наверх;en alto;0;0;0;0;0;0;0;0
aloha;aloha;Aloha;アロハ;aloha;алоха;aloha;0;1;0;0;1;0;0;0
alongside;aux côtés de;accanto;一緒に;ao lado;рядом;junto a;0;0;0;0;0;0;0;0
aloof;distant;distaccato;全員;distante;отчужденный;a distancia;0;0;0;0;0;0;0;0
aloud;à haute voix;a voce alta;大声で;em voz alta;вслух;en voz alta;0;0;0;0;0;0;0;0
alphabet;alphabet;alfabeto;アルファベット;alfabeto;алфавит;alfabeto;0;0;0;0;0;0;0;0
alphabetical;alphabétique;alfabetico;アルファベット順;alfabética;буквенный;alfabético;0;0;0;0;0;0;0;0
altar;autel;altare;祭壇;altar;алтарь;altar;0;0;0;0;0;0;0;0
alter;modifier;alterare;変更する;alterar;изменять;alterar;0;0;0;0;0;0;0;0
alteration;altération;alterazione;変更;alteração;внесение изменений;modificación;0;0;0;0;0;0;0;0
altercation;altercation;alterco;言論;altercação;перебранка;altercado;1;0;0;0;0;0;0;0
altered;altéré;alterato;変更されました;alterado;изменено;alterado;0;0;0;0;0;0;0;0
alternate;alterner;alternato;代わりの;alternar;чередовать;alterno;0;0;0;0;0;0;0;0
alternative;alternative;alternativa;代替;alternativa;альтернатива;alternativa;0;0;0;0;0;0;0;0
altitude;altitude;altitudine;高度;altitude;высота над уровнем моря;altitud;0;0;0;0;0;0;0;0
alto;alto;contralto;アルト;alto;альт;alto;0;0;0;0;0;0;0;0
altogether;tout à fait;del tutto;全部;completamente;в целом;en total;0;0;0;0;0;0;0;0
alumnus;ancien élève;ex-alunno;卒業生;ex-aluno;выпускник;antiguo alumno;0;0;0;0;0;0;0;0
alveolar;alvéolaire;alveolare;歯槽;alveolar;альвеолярный;alveolar;0;0;0;0;0;0;0;0
amalgam;amalgame;amalgama;アマルガム;amálgama;амальгама;amalgama;0;0;0;0;0;0;0;0
amalgamation;fusion;fusione;合併;amalgamação;укрупнение;amalgamación;0;0;0;0;0;0;0;0
amass;amasser;accumulare;大量の;acumular;копить;acumular;0;0;0;0;0;0;0;0
amateur;amateur;dilettante;アマチュア;amador;любитель;aficionado;0;0;0;0;0;0;0;0
amaze;étonner;stupire;驚く;surpreender;поражать;asombro;0;0;0;0;0;0;1;0
amazement;stupéfaction;stupore;驚き;espanto;изумление;asombro;0;0;0;0;0;0;0;0
amazingly;étonnamment;incredibilmente;驚くほど;Surpreendentemente;удивительно;espantosamente;0;0;0;0;1;0;1;0
ambassador;ambassadeur;ambasciatore;大使;embaixador;посол;embajador;0;0;0;0;0;0;0;1
amber;ambre;ambra;アンバー;âmbar;янтарный;ámbar;0;0;0;0;0;0;0;0
ambient;ambiant;ambientale;周囲;ambiente;окружающий;ambiente;0;0;0;0;0;0;0;0
ambiguity;ambiguïté;ambiguità;あいまいさ;ambiguidade;неоднозначность;ambigüedad;0;0;0;0;0;0;0;0
ambiguous;ambigu;ambiguo;あいまいな;ambíguo;двусмысленный;ambiguo;0;0;0;0;0;0;0;0
ambit;portée;ambito;アンビット;âmbito;сфера;ámbito;0;0;0;0;0;0;0;0
ambition;ambition;ambizione;野心;ambição;амбиция;ambición;0;1;0;0;1;0;0;1
ambitious;ambitieux;ambizioso;意欲的な;ambicioso;амбициозный;ambicioso;0;0;0;0;0;0;0;0
ambulance;ambulance;ambulanza;救急車;ambulância;скорая помощь;ambulancia;0;0;0;1;0;0;0;1
ambush;embuscade;imboscata;待ち伏せ;emboscada;засада;emboscada;1;0;0;1;0;0;1;0
ameliorate;améliorer;migliorare;改善する;melhorar;улучшать;mejorar;0;0;0;0;0;0;0;0
amen;Amen;amen;アーメン;um homem;аминь;Amén;0;0;0;0;1;0;0;1
amenable;accommodable;docile;従順な;acessível;поддающийся;dócil;0;0;0;0;0;0;0;0
amend;modifier;emendare;修正する;alterar;изменить;enmendar;0;0;0;0;0;0;0;0
amendment;amendement;emendamento;改正;alteração;поправка;enmienda;0;0;0;0;0;0;0;0
amends;amende;ammenda;補償;corrigir;возмещение;compensación;0;0;0;0;0;0;0;0
amenity;aménité;amenità;アメニティ;amenidade;удобства;amenidad;0;0;0;0;0;0;0;0
amethyst;améthyste;ametista;アメジスト;ametista;аметист;amatista;0;0;0;0;0;0;0;0
amiable;aimable;amabile;愉快な;amável;любезный;amable;0;0;0;0;0;0;0;0
amicable;amical;amichevole;親切な;amigável;дружный;amistoso;0;0;0;0;1;0;0;0
amid;parmi;tra;中に;Entre;среди;en medio de;0;0;0;0;0;0;0;0
amidst;au milieu de;in mezzo a;真っ只中;no meio de;среди;en medio de;0;0;0;0;0;0;0;0
ammonia;ammoniac;ammoniaca;アンモニア;amônia;аммиак;amoníaco;0;0;1;0;0;0;0;0
ammunition;munition;cartucce;弾薬;munição;боеприпасов;munición;0;0;0;0;0;0;0;0
amnesia;amnésie;amnesia;健忘症;amnésia;амнезия;amnesia;0;0;0;0;0;0;0;0
amnesty;amnistie;amnistia;恩赦;anistia;амнистировать;amnistía;0;0;0;0;1;0;0;0
amorphous;amorphe;amorfo;アモルファス;amorfo;аморфный;amorfo;0;0;0;0;0;0;0;0
amortization;amortissement;ammortamento;償却;amortização;амортизация;amortización;0;0;0;0;0;0;0;1
amount;montant;quantità;量;montante;количество;cantidad;0;0;0;0;0;0;0;0
amour;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;1;0;0;1;0;0;1
ampersand;esperluette;ampersand;アンパサンド;ampersa;амперсант;ampersand;0;0;0;0;0;0;0;0
